Age,Income,Emp_length,Amount,Rate,Status,Percent_income,Cred_length,Home_OTHER,Home_OWN,Home_RENT,Intent_EDUCATION,Intent_HOMEIMPROVEMENT,Intent_MEDICAL,Intent_PERSONAL,Intent_VENTURE,Default
33,0.003669112741827885,1.0,0.42028985507246375,9.76,1,0.6987951807228916,6,0,0,0,0,0,0,0,0,0
29,0.0028352234823215477,1.0,0.10144927536231883,5.79,0,0.22891566265060243,10,0,0,1,0,0,1,0,0,0
23,0.007338225483655771,3.0,0.3333333333333333,6.03,0,0.30120481927710846,2,0,0,1,0,0,0,1,0,0
23,0.010173448965977317,2.0,0.08985507246376812,11.49,0,0.07228915662650602,2,0,0,1,0,0,0,0,0,0
27,0.018245496997998666,6.0,0.0463768115942029,11.99,0,0.024096385542168676,7,0,1,0,0,0,0,0,1,0
27,0.005010006671114076,3.0,0.13043478260869565,10.25,1,0.18072289156626506,10,0,0,1,0,0,1,0,0,0
22,0.005587058038692461,0.0,0.24637681159420288,9.63,0,0.2891566265060241,4,0,0,1,0,0,1,0,0,0
36,0.011007338225483655,0.0,0.15942028985507245,13.79,0,0.10843373493975904,15,0,0,0,0,0,0,0,1,0
33,0.007338225483655771,7.0,0.38550724637681155,8.9,0,0.3493975903614458,6,0,0,0,0,0,1,0,0,0
26,0.005336891260840561,6.0,0.10144927536231883,6.76,0,0.13253012048192772,3,0,0,0,0,0,0,1,0,0
37,0.01350900600400267,5.0,0.9999999999999999,8.9,1,0.49397590361445787,17,0,0,1,0,0,0,0,0,0
21,0.0033355570380253505,4.0,0.2753623188405797,13.48,1,0.5060240963855422,2,0,0,1,0,0,1,0,0,0
30,0.011507671781187459,4.0,0.3333333333333333,14.26,1,0.1927710843373494,5,0,0,1,0,0,0,0,1,1
31,0.016178118745830555,3.0,0.47826086956521735,10.99,0,0.20481927710843376,8,0,0,0,0,0,0,0,0,0
35,0.012341561040693796,9.0,0.2753623188405797,6.54,0,0.15662650602409642,8,0,0,0,0,0,0,0,0,0
30,0.005336891260840561,3.0,0.6884057971014493,12.61,1,0.8072289156626508,7,0,0,1,0,0,0,0,0,1
29,0.014685123415610409,6.0,0.17391304347826086,10.99,0,0.08433734939759038,9,0,0,0,0,1,0,0,0,0
24,0.011841227484989992,2.0,0.23188405797101447,11.36,0,0.13253012048192772,4,0,1,0,0,0,0,1,0,0
26,0.01134089392928619,6.0,0.42028985507246375,6.92,0,0.2530120481927711,3,0,0,1,0,0,0,1,0,0
23,0.008739659773182123,7.0,0.855072463768116,16.49,1,0.5421686746987953,2,0,0,0,0,0,1,0,0,0
26,0.024349566377585057,8.0,0.9999999999999999,15.96,0,0.2771084337349398,3,0,0,0,0,0,1,0,0,0
23,0.009673115410273516,7.0,0.4492753623188405,7.49,0,0.31325301204819284,2,0,0,1,0,0,0,0,1,0
26,0.008338892595063374,10.0,0.24637681159420288,8.94,0,0.20481927710843376,4,0,0,0,0,0,0,0,0,0
29,0.011841227484989992,0.0,0.07246376811594203,9.45,0,0.04819277108433735,10,0,0,0,0,0,0,1,0,0
31,0.010006671114076052,14.0,0.7101449275362319,10.62,1,0.4698795180722892,5,0,0,0,0,0,0,0,0,0
41,0.016511007338225483,2.0,0.5652173913043479,14.61,1,0.22891566265060243,16,0,0,0,0,0,0,0,0,1
22,0.02018012008005337,3.0,0.4492753623188405,7.9,0,0.15662650602409642,2,0,0,1,0,0,0,0,0,0
40,0.018512341561040695,16.0,0.2753623188405797,11.11,1,0.10843373493975904,11,0,0,0,0,1,0,0,0,0
34,0.007671781187458306,7.0,0.13043478260869565,10.99,0,0.12048192771084339,10,0,0,0,0,1,0,0,0,0
26,0.005003335557038025,5.0,0.20289855072463767,7.9,1,0.26506024096385544,3,0,0,1,0,0,0,0,0,0
39,0.012115410273515679,2.0,0.17101449275362318,10.99,0,0.0963855421686747,15,0,0,1,0,0,0,0,1,0
22,0.005170113408939293,1.0,0.05507246376811595,10.99,0,0.08433734939759038,2,0,0,1,1,0,0,0,0,1
23,0.01896197464976651,2.0,0.42028985507246375,6.03,0,0.15662650602409642,4,0,0,0,0,0,1,0,0,0
26,0.005336891260840561,7.0,0.2971014492753623,16.0,0,0.3614457831325301,4,0,0,1,0,0,0,0,1,1
24,0.006004002668445631,2.0,0.08405797101449275,7.4,0,0.10843373493975904,3,0,0,0,0,0,0,0,0,0
27,0.03268845897264843,7.0,0.42028985507246375,9.88,0,0.08433734939759038,9,0,0,0,0,0,0,1,0,0
25,0.006837891927951968,0.0,0.40579710144927533,13.16,1,0.3855421686746988,2,0,0,1,0,0,0,1,0,0
40,0.003169446297531688,2.0,0.21014492753623187,7.88,0,0.4096385542168675,16,0,1,0,0,0,1,0,0,0
24,0.017678452301534357,8.0,0.20289855072463767,6.17,0,0.08433734939759038,2,0,0,0,0,0,0,1,0,0
28,0.006004002668445631,12.0,0.014492753623188404,9.88,0,0.03614457831325301,9,0,0,1,0,0,0,1,0,0
24,0.01084056037358239,9.0,0.19420289855072462,7.88,0,0.12048192771084339,2,0,0,0,0,0,1,0,0,0
37,0.006504336224149433,0.0,0.21739130434782605,11.49,0,0.22891566265060243,13,0,0,1,0,0,1,0,0,0
51,0.0063375583722481655,2.0,0.42028985507246375,13.99,1,0.43373493975903615,20,0,0,0,0,0,0,0,0,1
37,0.006137424949966644,4.0,0.06884057971014493,11.99,0,0.08433734939759038,14,0,1,0,0,0,0,1,0,0
21,0.004086057371581054,0.0,0.1246376811594203,12.87,0,0.20481927710843376,3,0,1,0,1,0,0,0,0,0
28,0.017678452301534357,3.0,0.3043478260869565,5.79,0,0.12048192771084339,7,0,0,0,0,0,0,0,1,0
30,0.0075050033355570376,9.0,0.3260869565217391,8.9,0,0.2891566265060241,9,0,0,0,1,0,0,0,0,0
24,0.010006004002668444,8.0,0.40289855072463765,9.63,0,0.2771084337349398,4,0,0,0,0,0,1,0,0,0
22,0.004336224149432955,3.0,0.03623188405797101,10.99,0,0.07228915662650602,4,0,0,0,0,0,1,0,0,0
22,0.0031687791861240828,4.0,0.07246376811594203,5.79,0,0.15662650602409642,2,0,0,1,0,0,1,0,0,0
29,0.014351234156104068,3.0,0.05507246376811595,13.49,0,0.03614457831325301,9,0,0,1,0,1,0,0,0,1
27,0.0038358905937291524,1.0,0.15942028985507245,8.0,0,0.26506024096385544,6,0,1,0,0,0,0,0,1,0
24,0.013675783855903935,8.0,0.1760869565217391,6.99,0,0.0963855421686747,3,0,0,1,1,0,0,0,0,0
23,0.011007338225483655,7.0,0.4492753623188405,10.99,0,0.2771084337349398,4,0,0,0,1,0,0,0,0,0
21,0.009725817211474315,5.0,0.2753623188405797,7.66,0,0.1927710843373494,4,0,0,0,0,0,1,0,0,0
33,0.029352901934623084,17.0,0.36231884057971014,7.29,0,0.08433734939759038,7,0,0,0,0,0,0,0,0,0
34,0.005937291527685124,16.0,0.05507246376811595,6.03,0,0.07228915662650602,9,0,0,0,0,0,0,1,0,0
34,0.008338892595063374,18.0,0.10144927536231883,6.39,0,0.08433734939759038,5,0,0,0,0,1,0,0,0,0
29,0.007922615076717814,0.0,0.14492753623188404,11.89,0,0.13253012048192772,9,0,0,1,0,0,1,0,0,0
23,0.012841894596397598,0.0,0.4492753623188405,11.99,1,0.24096385542168677,3,0,0,0,0,0,0,0,0,0
32,0.01617745163442295,0.0,0.42028985507246375,17.58,1,0.18072289156626506,5,0,0,1,0,0,0,0,0,1
34,0.01134089392928619,2.0,0.2753623188405797,7.51,0,0.16867469879518077,7,0,0,1,0,1,0,0,0,0
21,0.005170113408939293,2.0,0.3043478260869565,7.88,0,0.3734939759036145,2,0,1,0,0,0,1,0,0,0
24,0.010173448965977317,0.0,0.1246376811594203,7.88,0,0.08433734939759038,4,0,0,1,0,0,0,1,0,0
23,0.014342895263509008,7.0,0.21739130434782605,10.36,0,0.10843373493975904,3,0,0,0,1,0,0,0,0,0
24,0.006671114076050701,2.0,0.7101449275362319,15.33,1,0.6867469879518072,2,0,0,1,0,0,0,0,0,0
34,0.011924616410940628,0.0,0.5420289855072464,16.77,1,0.30120481927710846,10,0,0,1,1,0,0,0,0,0
23,0.00958939292861908,5.0,0.13043478260869565,11.36,0,0.0963855421686747,2,0,0,0,0,0,0,1,0,0
28,0.01350900600400267,8.0,0.21739130434782605,11.71,0,0.10843373493975904,5,0,0,1,0,0,0,0,0,0
27,0.007171447631754503,11.0,0.06231884057971014,7.49,0,0.07228915662650602,9,0,0,0,1,0,0,0,0,0
30,0.0030020013342228155,1.0,0.14130434782608695,12.21,0,0.2891566265060241,9,0,0,0,1,0,0,0,0,0
40,0.006503669112741828,15.0,0.42028985507246375,16.0,0,0.42168674698795183,16,0,1,0,0,0,1,0,0,1
27,0.021014009339559707,3.0,0.2753623188405797,11.49,0,0.0963855421686747,10,0,0,1,0,0,1,0,0,0
29,0.012508338892595065,1.0,0.18840579710144925,10.99,0,0.10843373493975904,9,0,0,0,0,0,0,0,0,0
26,0.010173448965977317,3.0,0.3333333333333333,10.99,0,0.21686746987951808,4,0,0,1,0,0,0,0,1,1
23,0.0038358905937291524,7.0,0.3043478260869565,8.59,1,0.49397590361445787,4,0,0,1,0,0,0,0,0,0
22,0.009006004002668447,3.0,0.03768115942028985,12.18,0,0.03614457831325301,2,0,0,1,0,0,0,1,0,0
24,0.007671781187458306,0.0,0.42028985507246375,13.49,0,0.3614457831325301,4,0,0,1,1,0,0,0,0,1
25,0.010173448965977317,3.0,0.2753623188405797,12.99,0,0.18072289156626506,2,0,0,0,1,0,0,0,0,0
25,0.007024016010673782,9.0,0.2753623188405797,11.03,0,0.26506024096385544,3,0,0,0,0,0,0,0,0,0
22,0.003585723815877252,0.0,0.18840579710144925,6.99,0,0.32530120481927716,2,0,0,0,0,0,0,0,1,0
31,0.004170113408939293,4.0,0.15942028985507245,10.75,1,0.2530120481927711,8,0,0,1,0,1,0,0,0,0
22,0.006587725150100067,0.0,0.07246376811594203,5.42,0,0.08433734939759038,3,0,0,1,1,0,0,0,0,0
38,0.005336891260840561,13.0,0.20289855072463767,11.36,0,0.2530120481927711,13,0,0,1,1,0,0,0,0,0
22,0.009107404936624416,4.0,0.2753623188405797,7.51,0,0.20481927710843376,4,0,0,1,0,0,0,1,0,0
24,0.006010673782521681,0.0,0.18840579710144925,13.23,0,0.20481927710843376,3,0,0,1,0,0,1,0,0,1
51,0.11068712474983322,19.0,0.2753623188405797,13.98,0,0.012048192771084338,22,0,0,0,0,0,0,1,0,1
24,0.01134089392928619,4.0,0.4492753623188405,12.42,0,0.26506024096385544,3,0,1,0,0,0,0,0,1,0
24,0.004002668445630421,0.0,0.24637681159420288,10.83,1,0.3855421686746988,3,1,0,0,1,0,0,0,0,0
22,0.004086057371581054,2.0,0.16666666666666666,14.84,1,0.26506024096385544,4,0,0,1,0,1,0,0,0,0
25,0.010507004669779853,9.0,0.7101449275362319,10.91,1,0.44578313253012053,3,0,0,0,0,0,0,1,0,0
26,0.005170113408939293,2.0,0.05797101449275363,8.9,0,0.08433734939759038,2,0,0,1,0,0,0,0,0,0
37,0.011507671781187459,4.0,0.3188405797101449,12.21,0,0.1927710843373494,13,0,0,1,0,1,0,0,0,0
23,0.010006671114076052,0.0,0.3333333333333333,13.16,0,0.22891566265060243,4,0,0,1,0,0,1,0,0,1
30,0.006004002668445631,8.0,0.4492753623188405,11.48,1,0.48192771084337355,8,0,0,1,0,0,0,0,0,0
23,0.007338225483655771,6.0,0.1246376811594203,7.9,0,0.12048192771084339,3,0,0,1,0,0,0,0,1,0
31,0.00867244829886591,15.0,0.07246376811594203,14.27,0,0.06024096385542169,5,0,0,1,0,1,0,0,0,1
30,0.005170780520346898,3.0,0.2608695652173913,11.99,0,0.32530120481927716,8,0,0,0,0,1,0,0,0,0
32,0.004336224149432955,3.0,0.08985507246376812,14.11,1,0.14457831325301204,9,0,0,1,0,0,1,0,0,1
25,0.008922615076717811,4.0,0.15942028985507245,11.28,1,0.12048192771084339,2,0,0,1,0,0,0,0,1,0
34,0.012508338892595065,1.0,0.1246376811594203,9.32,0,0.07228915662650602,6,0,0,0,0,0,0,1,0,0
24,0.006004002668445631,1.0,0.07246376811594203,14.22,0,0.08433734939759038,4,0,0,1,0,0,1,0,0,0
32,0.007671781187458306,0.0,0.17101449275362318,13.35,0,0.15662650602409642,8,0,0,1,1,0,0,0,0,0
27,0.0063375583722481655,11.0,0.08695652173913043,8.49,0,0.0963855421686747,9,0,0,0,0,0,0,1,0,0
24,0.01350900600400267,0.0,0.4492753623188405,6.91,0,0.22891566265060243,2,0,0,1,1,0,0,0,0,0
25,0.0033355570380253505,1.0,0.3333333333333333,12.17,1,0.6024096385542169,4,0,0,1,0,0,0,0,0,1
25,0.00706304202801868,0.0,0.2681159420289855,10.0,0,0.2530120481927711,3,0,0,0,0,0,0,0,1,0
24,0.008505670446964642,3.0,0.4492753623188405,10.99,0,0.3493975903614458,3,0,1,0,0,0,1,0,0,0
24,0.005587058038692461,0.0,0.11594202898550725,5.42,0,0.14457831325301204,4,0,0,1,0,0,0,1,0,0
26,0.007338225483655771,9.0,0.21739130434782605,10.59,0,0.20481927710843376,4,0,0,0,0,0,0,1,0,0
32,0.005336891260840561,0.0,0.03768115942028985,12.61,0,0.06024096385542169,10,0,0,0,0,0,0,0,0,0
21,0.001734489659773182,2.0,0.02028985507246377,7.14,0,0.0963855421686747,3,0,0,1,0,0,0,0,0,0
26,0.006003335557038025,5.0,0.1246376811594203,12.99,0,0.14457831325301204,4,0,0,1,1,0,0,0,0,0
24,0.002735156771180787,3.0,0.2043478260869565,14.79,1,0.44578313253012053,3,0,0,1,0,0,0,0,0,1
33,0.006671114076050701,6.0,0.15942028985507245,14.96,1,0.16867469879518077,8,0,0,1,0,0,0,0,0,0
27,0.012675116744496333,3.0,0.20289855072463767,12.18,0,0.10843373493975904,5,0,0,1,0,0,0,0,0,0
29,0.006003335557038025,0.0,0.10144927536231883,10.99,0,0.12048192771084339,8,0,0,1,0,0,0,1,0,1
29,0.0022808539026017345,3.0,0.13043478260869565,13.11,1,0.33734939759036153,10,0,0,1,1,0,0,0,0,1
28,0.0063375583722481655,0.0,0.18840579710144925,11.11,0,0.20481927710843376,6,0,0,1,0,0,0,0,1,0
43,0.010173448965977317,2.0,0.13043478260869565,9.62,0,0.0963855421686747,16,0,0,1,0,0,1,0,0,0
22,0.0030020013342228155,3.0,0.17391304347826086,10.99,0,0.3614457831325301,4,0,0,0,0,0,0,0,1,0
23,0.008338892595063374,7.0,0.043478260869565216,5.42,0,0.04819277108433735,2,0,0,0,0,0,0,1,0,0
22,0.005336891260840561,2.0,0.08985507246376812,12.99,0,0.12048192771084339,2,0,0,1,1,0,0,0,0,0
23,0.015343562374916613,7.0,0.1971014492753623,8.49,0,0.0963855421686747,4,0,0,1,1,0,0,0,0,0
25,0.011674449633088727,1.0,0.4492753623188405,8.49,0,0.26506024096385544,3,0,1,0,0,0,0,0,1,0
28,0.020180787191460974,12.0,0.15942028985507245,7.51,0,0.06024096385542169,10,0,0,1,0,0,0,1,0,0
25,0.005336891260840561,2.0,0.38405797101449274,13.22,1,0.45783132530120485,4,0,0,0,0,0,0,0,0,0
23,0.011674449633088727,7.0,0.3333333333333333,11.58,0,0.1927710843373494,2,0,0,0,1,0,0,0,0,0
22,0.0057371581054036025,5.0,0.2753623188405797,13.99,0,0.31325301204819284,4,0,1,0,1,0,0,0,0,0
28,0.014459639759839892,11.0,0.5652173913043479,6.91,0,0.26506024096385544,8,0,0,0,0,1,0,0,0,0
24,0.004336224149432955,1.0,0.07246376811594203,13.98,1,0.12048192771084339,2,0,0,1,0,0,0,0,0,1
22,0.005503669112741828,2.0,0.07246376811594203,20.3,1,0.0963855421686747,2,0,0,1,0,0,0,0,0,0
33,0.006323549032688459,2.0,0.18840579710144925,10.36,0,0.20481927710843376,8,0,0,0,0,0,0,0,1,0
26,0.004883255503669113,11.0,0.13043478260869565,14.11,1,0.18072289156626506,4,0,0,1,0,0,0,0,0,0
26,0.00867244829886591,4.0,0.7101449275362319,12.87,1,0.5421686746987953,2,0,0,1,0,0,0,0,0,0
24,0.013777518345563709,7.0,0.23913043478260865,12.72,0,0.12048192771084339,2,0,0,0,1,0,0,0,0,1
28,0.008505670446964642,4.0,0.3333333333333333,10.36,0,0.26506024096385544,7,0,0,1,0,1,0,0,0,0
43,0.008505670446964642,3.0,0.3260869565217391,10.99,0,0.2530120481927711,16,0,0,1,0,0,0,0,0,0
36,0.061374249499666446,4.0,0.043478260869565216,10.99,1,0.012048192771084338,14,0,0,1,0,0,0,0,0,1
27,0.008338892595063374,4.0,0.2753623188405797,15.95,1,0.22891566265060243,9,0,0,1,0,0,0,0,0,0
23,0.00867244829886591,1.0,0.2753623188405797,8.59,0,0.21686746987951808,3,0,0,0,0,0,1,0,0,0
26,0.010673782521681122,2.0,0.08985507246376812,6.54,0,0.06024096385542169,3,0,0,0,0,0,1,0,0,0
36,0.02234823215476985,0.0,0.2753623188405797,13.98,0,0.08433734939759038,15,0,0,0,0,0,0,0,1,1
22,0.006504336224149433,5.0,0.18840579710144925,10.62,0,0.1927710843373494,4,0,0,0,0,0,1,0,0,0
25,0.004336224149432955,4.0,0.18840579710144925,7.74,0,0.2771084337349398,2,0,0,1,0,0,1,0,0,0
32,0.017178118745830556,4.0,0.10144927536231883,13.98,0,0.04819277108433735,7,0,0,1,0,0,1,0,0,0
29,0.011819879919946631,4.0,0.42028985507246375,7.88,0,0.24096385542168677,5,0,0,1,0,0,0,1,0,0
23,0.019346230820547032,4.0,0.5652173913043479,10.37,0,0.20481927710843376,4,0,0,1,0,0,1,0,0,0
23,0.003502334889926618,0.0,0.19420289855072462,12.68,0,0.3493975903614458,4,0,0,1,1,0,0,0,0,0
28,0.004336224149432955,2.0,0.28985507246376807,8.94,0,0.42168674698795183,8,0,0,0,0,0,0,0,1,0
35,0.013175450300200134,19.0,0.31014492753623185,10.65,0,0.15662650602409642,10,0,0,1,0,0,0,1,0,0
40,0.01100667111407605,24.0,0.15942028985507245,12.53,0,0.10843373493975904,11,1,0,0,0,1,0,0,0,0
24,0.006087391594396264,8.0,0.23188405797101447,10.99,1,0.2530120481927711,3,0,0,0,0,0,0,0,0,0
30,0.023348899266177454,7.0,0.15942028985507245,8.49,0,0.04819277108433735,8,0,0,0,0,0,1,0,0,0
25,0.008005336891260841,9.0,0.47826086956521735,12.98,1,0.3975903614457832,2,0,0,1,0,0,1,0,0,1
24,0.012700967311541026,8.0,0.13043478260869565,10.99,1,0.06024096385542169,3,0,0,1,0,0,1,0,0,0
28,0.01654436290860574,7.0,0.24637681159420288,9.88,0,0.10843373493975904,6,0,0,0,1,0,0,0,0,0
23,0.016010673782521682,7.0,0.2753623188405797,10.59,0,0.12048192771084339,4,0,0,0,0,0,0,0,1,0
23,0.007059706470980654,0.0,0.21739130434782605,10.65,0,0.20481927710843376,4,0,0,1,0,0,0,1,0,0
26,0.002535023348899266,3.0,0.043478260869565216,6.17,0,0.12048192771084339,4,0,0,1,0,0,1,0,0,0
24,0.011730653769179453,8.0,0.4492753623188405,11.86,0,0.26506024096385544,3,0,0,1,0,0,0,1,0,0
22,0.009823215476984656,6.0,0.5652173913043479,14.91,1,0.32530120481927716,4,0,0,1,0,0,1,0,0,0
28,0.01734489659773182,2.0,0.5652173913043479,15.31,1,0.22891566265060243,7,0,0,1,0,0,0,1,0,0
26,0.012758505670446965,9.0,0.3043478260869565,12.53,0,0.16867469879518077,3,0,0,0,0,1,0,0,0,0
33,0.023348899266177454,13.0,0.5362318840579711,10.99,0,0.15662650602409642,8,0,0,0,1,0,0,0,0,0
24,0.010340226817878585,2.0,0.5072463768115942,14.54,1,0.32530120481927716,4,0,0,1,0,0,0,1,0,1
25,0.013342228152101402,9.0,0.13043478260869565,10.99,0,0.07228915662650602,2,0,0,0,0,0,0,0,1,0
28,0.0013342228152101402,4.0,0.043478260869565216,10.75,1,0.20481927710843376,6,0,1,0,0,0,1,0,0,0
33,0.006671114076050701,2.0,0.263768115942029,13.16,0,0.26506024096385544,5,0,0,1,0,0,1,0,0,1
26,0.005170113408939293,0.0,0.09565217391304348,6.54,0,0.13253012048192772,3,0,0,0,0,1,0,0,0,0
25,0.003535690460306871,4.0,0.10144927536231883,10.25,0,0.1927710843373494,2,0,0,1,1,0,0,0,0,0
22,0.005336891260840561,6.0,0.3333333333333333,7.29,0,0.3975903614457832,3,0,0,0,1,0,0,0,0,0
26,0.014342895263509008,8.0,0.22898550724637678,10.99,0,0.10843373493975904,2,0,0,1,0,0,0,1,0,0
22,0.004336224149432955,4.0,0.13043478260869565,11.12,0,0.20481927710843376,2,0,1,0,0,0,0,1,0,0
23,0.004836557705136758,7.0,0.14492753623188404,14.54,1,0.20481927710843376,2,0,0,1,0,0,1,0,0,0
25,0.007671781187458306,4.0,0.15942028985507245,6.76,0,0.14457831325301204,3,0,0,0,0,0,0,1,0,0
22,0.00952368245496998,6.0,0.15942028985507245,10.99,0,0.12048192771084339,4,0,0,1,1,0,0,0,0,0
22,0.004169446297531688,4.0,0.17101449275362318,15.95,1,0.26506024096385544,4,0,0,1,0,0,0,0,0,1
27,0.01350900600400267,2.0,0.2753623188405797,13.23,0,0.14457831325301204,7,0,1,0,0,0,0,0,1,0
29,0.010256837891927953,1.0,0.24057971014492752,10.71,0,0.15662650602409642,10,0,0,1,0,0,0,0,0,0
23,0.01100667111407605,7.0,0.42028985507246375,11.89,0,0.2530120481927711,4,0,0,1,1,0,0,0,0,0
66,0.0057371581054036025,14.0,0.3043478260869565,5.42,0,0.3493975903614458,19,0,0,1,0,0,1,0,0,0
22,0.008505003335557038,6.0,0.3333333333333333,8.32,0,0.26506024096385544,4,0,0,1,0,0,0,0,1,0
23,0.009813875917278187,7.0,0.20289855072463767,11.97,1,0.14457831325301204,4,0,0,1,0,1,0,0,0,0
29,0.007004669779853236,3.0,0.20289855072463767,14.35,0,0.1927710843373494,5,0,0,0,0,1,0,0,0,1
26,0.014009339559706471,0.0,0.4492753623188405,17.88,1,0.21686746987951808,4,0,0,1,0,0,0,0,1,1
47,0.006671114076050701,3.0,0.10144927536231883,11.14,0,0.10843373493975904,16,0,1,0,0,1,0,0,0,0
31,0.007716477651767845,4.0,0.3333333333333333,12.61,0,0.2891566265060241,9,0,0,0,0,0,0,1,0,0
40,0.021014009339559707,0.0,0.6884057971014493,6.17,0,0.22891566265060243,16,0,0,0,0,0,0,0,0,0
22,0.0051534356237491665,4.0,0.08985507246376812,15.7,1,0.12048192771084339,4,0,0,0,0,0,0,0,0,0
23,0.012341561040693796,2.0,0.15942028985507245,6.91,0,0.0963855421686747,4,0,0,0,0,0,0,0,1,0
28,0.026017344896597735,7.0,0.21739130434782605,12.69,0,0.06024096385542169,7,0,0,1,0,0,0,1,0,0
27,0.027018012008005337,11.0,0.855072463768116,10.99,0,0.21686746987951808,9,0,0,0,0,1,0,0,0,0
22,0.008825883922615078,6.0,0.2753623188405797,14.59,1,0.21686746987951808,2,0,0,0,0,0,0,0,1,1
23,0.004336224149432955,0.0,0.17391304347826086,7.74,0,0.26506024096385544,4,0,0,0,0,0,0,0,0,0
27,0.011000667111407604,3.0,0.2753623188405797,10.99,0,0.16867469879518077,9,0,0,0,0,0,0,1,0,0
40,0.00908939292861908,3.0,0.13043478260869565,7.49,0,0.10843373493975904,11,0,0,1,1,0,0,0,0,0
28,0.028519012675116747,4.0,0.6956521739130435,10.99,0,0.16867469879518077,8,0,0,1,0,0,0,0,1,0
23,0.011674449633088727,0.0,0.4927536231884057,10.99,0,0.2891566265060241,2,0,0,0,0,0,0,0,0,0
22,0.012341561040693796,3.0,0.4492753623188405,16.45,0,0.2530120481927711,3,0,0,0,1,0,0,0,0,0
24,0.008005336891260841,3.0,0.2753623188405797,12.42,0,0.22891566265060243,2,0,0,1,1,0,0,0,0,0
47,0.012263675783855905,19.0,0.7101449275362319,10.99,0,0.3855421686746988,14,0,0,0,1,0,0,0,0,0
39,0.011841227484989992,6.0,0.4492753623188405,7.88,0,0.2530120481927711,14,0,0,0,0,0,0,0,0,0
31,0.008505670446964642,15.0,0.21739130434782605,7.51,0,0.18072289156626506,8,0,1,0,0,0,0,1,0,0
23,0.009099399599733157,7.0,0.21739130434782605,12.21,0,0.16867469879518077,3,0,0,0,0,0,1,0,0,0
34,0.014342895263509008,7.0,0.18840579710144925,5.79,0,0.0963855421686747,8,0,0,0,0,1,0,0,0,0
23,0.002735156771180787,5.0,0.14492753623188404,10.99,0,0.32530120481927716,2,0,0,1,1,0,0,0,0,0
21,0.004936624416277518,5.0,0.07246376811594203,11.83,0,0.10843373493975904,4,0,1,0,0,0,0,0,1,0
22,0.004836557705136758,6.0,0.15942028985507245,13.85,0,0.21686746987951808,4,0,0,1,0,0,0,1,0,0
21,0.006504336224149433,5.0,0.23188405797101447,15.58,0,0.24096385542168677,2,0,0,1,0,0,0,0,1,0
40,0.01100667111407605,6.0,0.07246376811594203,10.75,0,0.04819277108433735,15,0,0,1,0,0,1,0,0,0
22,0.003502334889926618,0.0,0.2753623188405797,8.59,1,0.48192771084337355,2,0,0,1,0,0,0,1,0,0
24,0.0057538358905937295,5.0,0.05797101449275363,10.99,0,0.07228915662650602,4,0,0,0,0,0,0,1,0,0
36,0.005697131420947298,3.0,0.15942028985507245,12.61,0,0.1927710843373494,17,0,0,1,1,0,0,0,0,0
43,0.01134089392928619,11.0,0.6231884057971014,10.62,1,0.3734939759036145,11,0,0,1,1,0,0,0,0,0
31,0.007504336224149433,9.0,0.3913043478260869,13.23,0,0.3493975903614458,8,0,0,1,0,0,0,1,0,0
23,0.0190126751167445,4.0,0.3333333333333333,13.11,0,0.12048192771084339,3,0,0,0,0,0,0,1,0,0
34,0.006504336224149433,9.0,0.3043478260869565,7.88,0,0.31325301204819284,10,0,0,0,0,0,0,0,0,0
26,0.004669779853235491,1.0,0.20289855072463767,13.79,0,0.2771084337349398,3,0,0,1,0,0,1,0,0,1
24,0.012541694462975317,8.0,0.17391304347826086,11.78,1,0.0963855421686747,3,0,0,0,0,0,0,0,1,1
24,0.00933955970647098,8.0,0.47826086956521735,7.49,0,0.33734939759036153,2,0,0,0,0,0,1,0,0,0
31,0.006003335557038025,3.0,0.263768115942029,11.26,0,0.2891566265060241,7,0,0,0,0,0,0,0,1,0
23,0.007738492328218812,3.0,0.13043478260869565,10.38,0,0.12048192771084339,2,0,0,1,0,0,0,0,1,0
30,0.010522348232154768,0.0,0.24637681159420288,12.87,0,0.15662650602409642,9,0,0,1,0,0,0,1,0,1
26,0.0045363575717144765,8.0,0.13043478260869565,8.63,0,0.1927710843373494,2,0,0,1,0,0,0,1,0,0
38,0.0023348899266177454,4.0,0.07246376811594203,13.23,1,0.20481927710843376,17,0,0,1,0,0,0,1,0,0
22,0.006503669112741828,7.0,0.3333333333333333,13.79,1,0.33734939759036153,4,0,0,0,0,1,0,0,0,0
33,0.009673115410273516,1.0,0.07246376811594203,6.99,0,0.06024096385542169,9,0,0,1,0,0,0,1,0,0
33,0.014058705803869247,0.0,0.42028985507246375,15.88,1,0.20481927710843376,8,0,0,0,0,0,0,0,0,0
32,0.008138759172781854,2.0,0.6811594202898551,7.51,0,0.5421686746987953,10,0,0,0,0,1,0,0,0,0
26,0.008505670446964642,0.0,0.10144927536231883,6.92,0,0.08433734939759038,4,0,0,1,1,0,0,0,0,0
33,0.006004002668445631,4.0,0.10144927536231883,10.99,0,0.12048192771084339,7,0,0,1,0,0,0,0,1,0
21,0.0098815877251501,2.0,0.16594202898550722,10.99,0,0.12048192771084339,4,0,0,1,0,0,0,1,0,0
30,0.006170780520346898,14.0,0.5072463768115942,9.01,0,0.5301204819277109,7,0,0,0,0,1,0,0,0,0
